case_id,article_id,context
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art89,"onal Status 1953          Law 59 of 1953 as amended by Law 34 of 1975          “Article 89. No divorce shall take place when the man is drunk, out of          his senses,"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art117,"is Code to be irrevocable.                   xxx             xxx            xxx Article 117. Where a person divorces his wife the court may, if satisfied that he has arbit"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art140,       Law of Personal Status 2005          Federal Law No.28 of 2005          “Article 140(1). If a husband divorces his wife after consummation of           a valid marr
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art61,"e:          Decree on Personal Status 1992          Decree 20 of 1992          “Article 61. A divorce shall not be effective if pronounced by a man who is drunk, or has l"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art64,"y his condition and action.                   xxx            xxx            xxx Article 64. A divorce to which a number is attached, whatever be the          number, will"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art65, Indian Kanoon - http://indiankanoon.org/doc/115701246/ 44   revocable divorce. Article 65. The words saying that if the wife did or failed to do      something she will 
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art66,will not effect a divorce.                                                   48 Article 66. The words that if an oath or vow is broken it will effect a     divorce will n
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art67, divorce will not dissolve the marriage even if the said oath or vow is broken. Article 67. A divorce can be revoked by the husband during the Iddat          period. Afte
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art71,        will be lawful.                   xxx             xxx               xxx Article 71. If a man arbitrarily divorces his wife without any      reasonable ground and 
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art38,ation in place:         (a) Law of Marriage 1974         Law 1 of 1974         “Article 38. A divorce shall be effected only in the court and the court shall not permit a
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art41, breakdown of marriage.                   xxx               xxx             xxx Article 41. In the event of a divorce both the parents shall continue to           be resp
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art14,        (b) Marriage Regulations 1975           Regulation 9 of 1975           “Article 14. A man married under Islamic law wanting to divorce his wife shall by a letter 
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art15,"otify his intention to the District Court seeking proceedings for that purpose. Article 15. On receiving a letter the court shall, within thirty days,       summon the pa"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art16," thirty days,       summon the parties and gather from them all relevant facts. Article 16. If the court is satisfied of the existence of any of the grounds mentioned in "
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art19,. If the court is satisfied of the existence of any of the grounds mentioned in Article 19 below and is convinced that no reconciliation between the parties is possible i
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art17,that no reconciliation between the parties is possible it will allow a divorce. Article 17. Immediately after allowing a divorce as laid down in Article 16    above the c
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art46,lation in place:   Code of Muslim Personal Law 1977   Decree No.1083 of 1977   “Article 46. (1) A divorce by Talaq may be effected by the husband in a   single repudiatio
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art85,"n shall become irrevocable.                 xxx              xxx            xxx Article 85. Within seven days after the revocation of a divorce the   husband shall, with "
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art161,"rce was previously entered.                 xxx              xxx            xxx Article 161. (1) A Muslim male who has pronounced a Talaq shall,   without delay, file with"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art183,"  right to Talaq-e-Tafweez.                 xxx              xxx            xxx Article 183. A person who fails to comply with the requirements of Article   85, 161 and 16"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art226,are of the procedure of talaq according to the   personal law. This Court under Article 226 of the Constitution of India is Shayara Bano vs Union Of India And Ors. Ministr
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art21,"ere gender discrimination, which amounted to violating their human rights under Article 21 of the Constitution.    Learned counsel accordingly sought intervention, for gr"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art20,rt was in error in holding that the proviso to Section 14A      violates either Article 20(1) or Article 31(2) of the Constitution. He has      addressed us at length in 
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art372,"y 5 of the Concurrent List of the Seventh Schedule. Learned counsel referred to Article 372 of the Constitution which mandates, that all laws in force, in the territory of"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art13," ‘personal law’ should be considered as a “law in force”, within the meaning of Article 13(3) (b). It was pointed out, that the instant position made the legal position s"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art51,"heir rights, status and opportunities. Reference was also made to clause (e) of Article 51-A of the Constitution, which is extracted below:    “(e) to promote harmony and"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art6,pment in which all human rights and fundamental freedoms can be fully realised. Article 6(1) obligates the State to observance of all human rights and fundamental freedo
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art8,"rve civil and political rights as well as economic, social and economic rights. Article 8 casts duty on the State to undertake, … necessary measures for the realisation "
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art368,"in this article shall apply to any amendment of this    Constitution made under article 368.” It was submitted, that the meaning of “law” as defined in clauses (2) and (3)"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art246,"n its scope, ‘personal law’ as well. It was submitted, that under clause (2) of Article 246 of the Constitution, Parliament and State Legislatures had the power to make la"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art26,ctices and should be regarded as matters of religion within      the meaning of Article 26(b). What Article 25(2)(a) contemplates is not      regulation by the State of r
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art44,"onstituent Assembly debates. Interestingly reference was, first of all, made to Article 44 of the Shayara Bano vs Union Of India And Ors. Ministry Of Women ... on 22 Augu"
sc_2017_Shayara_Bano_vs_Union_Of_India_And_Ors_Ministry_Of_Women_on_22_August_2017_1,CONST_1950_Art141,"ion on the subject of ‘talaq-e-biddat’, in exercise of this Court’s power under Article 141 of the Constitution. 134.   Mr. Kapil Sibal, appearing on behalf of the AIMPLB,"
sc_2017_Sheikh_Juman_Anr_Etc_vs_State_Of_Bihar_on_23_February_2017_1,CONST_1950_Art136,"har, (2005) 6 SCC 211, pertaining to the principles for exercise of power under Article 136 of the Constitution of India and settled by a series of decisions of this Court"
sc_2017_Shobha_Ram_vs_Ramesh_Chandra_Agarwal_on_19_June_2017_1,CONST_1950_Art32,"ommendations of the Wage Board by filing writ petitions before this Court under Article 32 of the Constitution of India, the lead case being Writ Petition (C) No. 246 of "
sc_2017_Shobha_Ram_vs_Ramesh_Chandra_Agarwal_on_19_June_2017_1,CONST_1950_Art43,the public. This is one of the Directive Principles of State Policy embodied in Article 43 of our Constitution. It is well known that in 1928 there was a Minimum Wages Fi
sc_2017_Sonu_Amar_vs_State_Of_Haryana_on_18_July_2017_1,CONST_1950_Art368,"tion is derived from Articles 245, 246 and 248 of the Constitution and not from Article 368 thereof which only deals with procedure. Amendment is a legislative process. (2"
sc_2017_Sonu_Amar_vs_State_Of_Haryana_on_18_July_2017_1,CONST_1950_Art13,"mendment is a legislative process. (2) Amendment is ‘law’ within the meaning of Article 13 of the Constitution and, therefore, if it takes away or abridges the rights con"
sc_2017_Southern_Motors_vs_State_Of_Karnataka_Ors_on_18_January_2017_1,CONST_1950_Art136," the High Court, in both the tiers, has invoked this Court's jurisdiction under Article 136 of the Constitution of India for redress. The above facts pertain to the Civil "
sc_2017_Southern_Motors_vs_State_Of_Karnataka_Ors_on_18_January_2017_1,CONST_1950_Art39,retation must be in consonance with the Directive Principles of State Policy in Article 39 (b) and (c) of the Constitution. 59. It has to be reiterated that the object of
sc_2017_Srei_Infrastructure_Finance_Limited_vs_Tuff_Drilling_Private_Limited_on_20_September_2017_1,CONST_1950_Art9,unal or tribunal constituted under the provisions of the Constitution of India. Section 9 of the Civil Procedure Code vests into the Civil Court jurisdiction to entertai
sc_2017_Srei_Infrastructure_Finance_Limited_vs_Tuff_Drilling_Private_Limited_on_20_September_2017_1,CONST_1950_Art19,ar as the power of procedural review is concerned. We have already noticed that Section 19 provides that arbitral tribunal shall not be bound by the rules of procedure as
sc_2017_Srei_Infrastructure_Finance_Limited_vs_Tuff_Drilling_Private_Limited_on_20_September_2017_1,CONST_1950_Art227,e Calcutta High Court by which the High Court in exercise of jurisdiction under Article 227 of the Constitution of India has set aside the Order passed by the arbitral tri
sc_2017_Sri_M_Sankaranarayanan_vs_The_Deputy_Commissioner_Bangalore_on_10_April_2017_1,CONST_1950_Art227,"ce. The notice being without jurisdiction could be quashed in proceedings under Article 227 of the Constitution of India. 20. In view of the above discussion, we are clear"
sc_2017_Srinivasaiah_vs_H_R_Channabasappa_D_Tr_Lrs_Ors_on_25_April_2017_1,CONST_1950_Art30,"1 through his legal representatives (Respondent Nos.1-5) would return a sum of Rs.30,000/- to defendant No. 2 (appellant herein). This direction we give by taking r"
sc_2017_Srinivasaiah_vs_H_R_Channabasappa_D_Tr_Lrs_Ors_on_25_April_2017_1,CONST_1950_Art61,out and out. It was held that the suit was filed within time. It is governed by Article 61(a) of the Limitation Act which prescribes limitation of 30 years when right to 
sc_2017_Srinivasaiah_vs_H_R_Channabasappa_D_Tr_Lrs_Ors_on_25_April_2017_1,CONST_1950_Art142,ppellant herein). This direction we give by taking recourse to our powers under Article 142 of the Constitution of India to do complete justice between the parties to the 
sc_2017_State_Nct_Of_Delhi_vs_Brijesh_Singh_Arun_Kumar_on_9_October_2017_1,CONST_1950_Art5,ication of the dispute in Criminal Appeal @SLP(Crl.) No.5497 of 2015 this case. Section 5 of the Act 2 provides for constitution of ‘Special Courts’ for trying offences 
sc_2017_State_Of_Bihar_Ors_vs_Ramesh_Prasad_Verma_Dead_Thr_Lrs_on_31_January_2017_1,CONST_1950_Art226," on 31 January, 2017 Indian Kanoon - http://indiankanoon.org/doc/163078602/ 3   Article 226 of the Constitution of India. 9. The learned Single Judge dismissed the impugnm"
sc_2017_State_Of_H_P_vs_Nirmala_Devi_on_10_April_2017_1,CONST_1950_Art136," the contrary, it is the State which has filed the Special Leave Petition under Article 136 of the Constitution (out of which present appeal arises), questioning the valid"
sc_2017_State_Of_Haryana_Anr_Etc_vs_Mohinder_Singh_Ors_Etc_on_31_January_2017_1,CONST_1950_Art309,"uctors and drivers under statutory rules, framed by the State of Haryana, under Article 309 of the Constitution of India. Under the concerned statutory rules, even though "
